[11-Nov-2016 18:23:40 UTC] PHP Fatal error:  Class 'App\Http\Controllers\sc' not found in /home/ubuntu/workspace/app/Http/Controllers/SchoolsAdminController.php on line 25
[12-Nov-2016 23:36:19 UTC] PHP  15. Illuminate\Foundation\Support\Providers\RouteServiceProvider->loadRoutes() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Foundation/Support/Providers/RouteServiceProvider.php:31
[12-Nov-2016 23:36:19 UTC] PHP  16. Illuminate\Container\Container->call() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Foundation/Support/Providers/RouteServiceProvider.php:72
[12-Nov-2016 23:36:19 UTC] PHP  17. call_user_func_array:{/home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Container/Container.php:507}() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Container/Container.php:507
[12-Nov-2016 23:36:19 UTC] PHP  18. App\Providers\RouteServiceProvider->map() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Container/Container.php:507
[12-Nov-2016 23:36:19 UTC] PHP  19. App\Providers\RouteServiceProvider->mapWebRoutes() /home/ubuntu/workspace/app/Providers/RouteServiceProvider.php:40
[12-Nov-2016 23:36:19 UTC] PHP  20. Illuminate\Routing\Router->group() /home/ubuntu/workspace/app/Providers/RouteServiceProvider.php:59
[12-Nov-2016 23:36:19 UTC] PHP  21. call_user_func:{/home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Routing/Router.php:398}() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Routing/Router.php:398
[12-Nov-2016 23:36:19 UTC] PHP  22. App\Providers\RouteServiceProvider->App\Providers\{closure}() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Routing/Router.php:398
[12-Nov-2016 23:36:19 UTC] PHP  23. require() /home/ubuntu/workspace/app/Providers/RouteServiceProvider.php:58
[12-Nov-2016 23:36:30 UTC] PHP Fatal error:  Call to undefined function get() in /home/ubuntu/workspace/app/Http/routes.php on line 28
[12-Nov-2016 23:36:30 UTC] PHP Stack trace:
[12-Nov-2016 23:36:30 UTC] PHP   1. {main}() /home/ubuntu/workspace/public/index.php:0
[12-Nov-2016 23:36:30 UTC] PHP   2. Illuminate\Foundation\Http\Kernel->handle() /home/ubuntu/workspace/public/index.php:54
[12-Nov-2016 23:36:30 UTC] PHP   3. Illuminate\Foundation\Http\Kernel->sendRequestThroughRouter() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Foundation/Http/Kernel.php:99
[12-Nov-2016 23:36:30 UTC] PHP   4. Illuminate\Foundation\Http\Kernel->bootstrap() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Foundation/Http/Kernel.php:127
[12-Nov-2016 23:36:30 UTC] PHP   5. Illuminate\Foundation\Application->bootstrapWith() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Foundation/Http/Kernel.php:232
[12-Nov-2016 23:36:30 UTC] PHP   6. Illuminate\Foundation\Bootstrap\BootProviders->bootstrap() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:203
[12-Nov-2016 23:36:30 UTC] PHP   7. Illuminate\Foundation\Application->boot() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Foundation/Bootstrap/BootProviders.php:17
[12-Nov-2016 23:36:30 UTC] PHP   8. array_walk() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:741
[12-Nov-2016 23:36:30 UTC] PHP   9. Illuminate\Foundation\Application->Illuminate\Foundation\{closure}() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:741
[12-Nov-2016 23:36:30 UTC] PHP  10. Illuminate\Foundation\Application->bootProvider() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:740
[12-Nov-2016 23:36:30 UTC] PHP  11. Illuminate\Container\Container->call() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:757
[12-Nov-2016 23:36:30 UTC] PHP  12. call_user_func_array:{/home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Container/Container.php:507}() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Container/Container.php:507
[12-Nov-2016 23:36:30 UTC] PHP  13. App\Providers\RouteServiceProvider->boot() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Container/Container.php:507
[12-Nov-2016 23:36:30 UTC] PHP  14. Illuminate\Foundation\Support\Providers\RouteServiceProvider->boot() /home/ubuntu/workspace/app/Providers/RouteServiceProvider.php:29
[12-Nov-2016 23:36:30 UTC] PHP  15. Illuminate\Foundation\Support\Providers\RouteServiceProvider->loadRoutes() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Foundation/Support/Providers/RouteServiceProvider.php:31
[12-Nov-2016 23:36:30 UTC] PHP  16. Illuminate\Container\Container->call() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Foundation/Support/Providers/RouteServiceProvider.php:72
[12-Nov-2016 23:36:30 UTC] PHP  17. call_user_func_array:{/home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Container/Container.php:507}() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Container/Container.php:507
[12-Nov-2016 23:36:30 UTC] PHP  18. App\Providers\RouteServiceProvider->map() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Container/Container.php:507
[12-Nov-2016 23:36:30 UTC] PHP  19. App\Providers\RouteServiceProvider->mapWebRoutes() /home/ubuntu/workspace/app/Providers/RouteServiceProvider.php:40
[12-Nov-2016 23:36:30 UTC] PHP  20. Illuminate\Routing\Router->group() /home/ubuntu/workspace/app/Providers/RouteServiceProvider.php:59
[12-Nov-2016 23:36:30 UTC] PHP  21. call_user_func:{/home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Routing/Router.php:398}() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Routing/Router.php:398
[12-Nov-2016 23:36:30 UTC] PHP  22. App\Providers\RouteServiceProvider->App\Providers\{closure}() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Routing/Router.php:398
[12-Nov-2016 23:36:30 UTC] PHP  23. require() /home/ubuntu/workspace/app/Providers/RouteServiceProvider.php:58
[12-Nov-2016 23:36:48 UTC] PHP Fatal error:  Call to undefined function get() in /home/ubuntu/workspace/app/Http/routes.php on line 28
[12-Nov-2016 23:36:48 UTC] PHP Stack trace:
[12-Nov-2016 23:36:48 UTC] PHP   1. {main}() /home/ubuntu/workspace/public/index.php:0
[12-Nov-2016 23:36:48 UTC] PHP   2. Illuminate\Foundation\Http\Kernel->handle() /home/ubuntu/workspace/public/index.php:54
[12-Nov-2016 23:36:48 UTC] PHP   3. Illuminate\Foundation\Http\Kernel->sendRequestThroughRouter() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Foundation/Http/Kernel.php:99
[12-Nov-2016 23:36:48 UTC] PHP   4. Illuminate\Foundation\Http\Kernel->bootstrap() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Foundation/Http/Kernel.php:127
[12-Nov-2016 23:36:48 UTC] PHP   5. Illuminate\Foundation\Application->bootstrapWith() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Foundation/Http/Kernel.php:232
[12-Nov-2016 23:36:48 UTC] PHP   6. Illuminate\Foundation\Bootstrap\BootProviders->bootstrap() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:203
[12-Nov-2016 23:36:48 UTC] PHP   7. Illuminate\Foundation\Application->boot() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Foundation/Bootstrap/BootProviders.php:17
[12-Nov-2016 23:36:48 UTC] PHP   8. array_walk() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:741
[12-Nov-2016 23:36:48 UTC] PHP   9. Illuminate\Foundation\Application->Illuminate\Foundation\{closure}() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:741
[12-Nov-2016 23:36:48 UTC] PHP  10. Illuminate\Foundation\Application->bootProvider() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:740
[12-Nov-2016 23:36:48 UTC] PHP  11. Illuminate\Container\Container->call() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:757
[12-Nov-2016 23:36:48 UTC] PHP  12. call_user_func_array:{/home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Container/Container.php:507}() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Container/Container.php:507
[12-Nov-2016 23:36:48 UTC] PHP  13. App\Providers\RouteServiceProvider->boot() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Container/Container.php:507
[12-Nov-2016 23:36:48 UTC] PHP  14. Illuminate\Foundation\Support\Providers\RouteServiceProvider->boot() /home/ubuntu/workspace/app/Providers/RouteServiceProvider.php:29
[12-Nov-2016 23:36:48 UTC] PHP  15. Illuminate\Foundation\Support\Providers\RouteServiceProvider->loadRoutes() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Foundation/Support/Providers/RouteServiceProvider.php:31
[12-Nov-2016 23:36:48 UTC] PHP  16. Illuminate\Container\Container->call() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Foundation/Support/Providers/RouteServiceProvider.php:72
[12-Nov-2016 23:36:48 UTC] PHP  17. call_user_func_array:{/home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Container/Container.php:507}() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Container/Container.php:507
[12-Nov-2016 23:36:48 UTC] PHP  18. App\Providers\RouteServiceProvider->map() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Container/Container.php:507
[12-Nov-2016 23:36:48 UTC] PHP  19. App\Providers\RouteServiceProvider->mapWebRoutes() /home/ubuntu/workspace/app/Providers/RouteServiceProvider.php:40
[12-Nov-2016 23:36:48 UTC] PHP  20. Illuminate\Routing\Router->group() /home/ubuntu/workspace/app/Providers/RouteServiceProvider.php:59
[12-Nov-2016 23:36:48 UTC] PHP  21. call_user_func:{/home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Routing/Router.php:398}() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Routing/Router.php:398
[12-Nov-2016 23:36:48 UTC] PHP  22. App\Providers\RouteServiceProvider->App\Providers\{closure}() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Routing/Router.php:398
[12-Nov-2016 23:36:48 UTC] PHP  23. require() /home/ubuntu/workspace/app/Providers/RouteServiceProvider.php:58
[12-Nov-2016 23:44:51 UTC] PHP Fatal error:  Class 'App\Http\Controllers\Session' not found in /home/ubuntu/workspace/app/Http/Controllers/SchoolsAdminController.php on line 65
[12-Nov-2016 23:44:51 UTC] PHP Stack trace:
[12-Nov-2016 23:44:51 UTC] PHP   1. {main}() /home/ubuntu/workspace/public/index.php:0
[12-Nov-2016 23:44:51 UTC] PHP   2. Illuminate\Foundation\Http\Kernel->handle() /home/ubuntu/workspace/public/index.php:54
[12-Nov-2016 23:44:51 UTC] PHP   3. Illuminate\Foundation\Http\Kernel->sendRequestThroughRouter() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Foundation/Http/Kernel.php:99
[12-Nov-2016 23:44:51 UTC] PHP   4. Illuminate\Pipeline\Pipeline->then() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Foundation/Http/Kernel.php:132
[12-Nov-2016 23:44:51 UTC] PHP   5. call_user_func:{/home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:103}() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:103
[12-Nov-2016 23:44:51 UTC] PHP   6. Illuminate\Routing\Pipeline->Illuminate\Routing\{closure}() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:103
[12-Nov-2016 23:44:51 UTC] PHP   7. call_user_func:{/home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:32}() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:32
[12-Nov-2016 23:44:51 UTC] PHP   8. Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:32
[12-Nov-2016 23:44:51 UTC] PHP   9. call_user_func_array:{/home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:136}() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:136
[12-Nov-2016 23:44:51 UTC] PHP  10. Illuminate\Foundation\Http\Middleware\CheckForMaintenanceMode->handle() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:136
[12-Nov-2016 23:44:51 UTC] PHP  11. Illuminate\Routing\Pipeline->Illuminate\Routing\{closure}() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Foundation/Http/Middleware/CheckForMaintenanceMode.php:44
[12-Nov-2016 23:44:51 UTC] PHP  12. call_user_func:{/home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:52}() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:52
[12-Nov-2016 23:44:51 UTC] PHP  13. Illuminate\Foundation\Http\Kernel->Illuminate\Foundation\Http\{closure}() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:52
[12-Nov-2016 23:44:51 UTC] PHP  14. Illuminate\Routing\Router->dispatch() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Foundation/Http/Kernel.php:246
[12-Nov-2016 23:44:51 UTC] PHP  15. Illuminate\Routing\Router->dispatchToRoute() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Routing/Router.php:675
[12-Nov-2016 23:44:51 UTC] PHP  16. Illuminate\Routing\Router->runRouteWithinStack() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Routing/Router.php:699
[12-Nov-2016 23:44:51 UTC] PHP  17. Illuminate\Pipeline\Pipeline->then() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Routing/Router.php:726
[12-Nov-2016 23:44:51 UTC] PHP  18. call_user_func:{/home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:103}() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:103
[12-Nov-2016 23:44:51 UTC] PHP  19. Illuminate\Routing\Pipeline->Illuminate\Routing\{closure}() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:103
[12-Nov-2016 23:44:51 UTC] PHP  20. call_user_func:{/home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:32}() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:32
[12-Nov-2016 23:44:51 UTC] PHP  21. Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:32
[12-Nov-2016 23:44:51 UTC] PHP  22. call_user_func_array:{/home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:136}() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:136
[12-Nov-2016 23:44:51 UTC] PHP  23. Illuminate\Cookie\Middleware\EncryptCookies->handle() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:136
[12-Nov-2016 23:44:51 UTC] PHP  24. Illuminate\Routing\Pipeline->Illuminate\Routing\{closure}() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Cookie/Middleware/EncryptCookies.php:59
[12-Nov-2016 23:44:51 UTC] PHP  25. call_user_func:{/home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:32}() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:32
[12-Nov-2016 23:44:51 UTC] PHP  26. Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:32
[12-Nov-2016 23:44:51 UTC] PHP  27. call_user_func_array:{/home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:136}() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:136
[12-Nov-2016 23:44:51 UTC] PHP  28. Illuminate\Cookie\Middleware\AddQueuedCookiesToResponse->handle() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:136
[12-Nov-2016 23:44:51 UTC] PHP  29. Illuminate\Routing\Pipeline->Illuminate\Routing\{closure}() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Cookie/Middleware/AddQueuedCookiesToResponse.php:37
[12-Nov-2016 23:44:51 UTC] PHP  30. call_user_func:{/home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:32}() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:32
[12-Nov-2016 23:44:51 UTC] PHP  31. Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:32
[12-Nov-2016 23:44:51 UTC] PHP  32. call_user_func_array:{/home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:136}() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:136
[12-Nov-2016 23:44:51 UTC] PHP  33. Illuminate\Session\Middleware\StartSession->handle() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:136
[12-Nov-2016 23:44:51 UTC] PHP  34. Illuminate\Routing\Pipeline->Illuminate\Routing\{closure}() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Session/Middleware/StartSession.php:64
[12-Nov-2016 23:44:51 UTC] PHP  35. call_user_func:{/home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:32}() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:32
[12-Nov-2016 23:44:51 UTC] PHP  36. Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:32
[12-Nov-2016 23:44:51 UTC] PHP  37. call_user_func_array:{/home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:136}() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:136
[12-Nov-2016 23:44:51 UTC] PHP  38. Illuminate\View\Middleware\ShareErrorsFromSession->handle() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:136
[12-Nov-2016 23:44:51 UTC] PHP  39. Illuminate\Routing\Pipeline->Illuminate\Routing\{closure}() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/View/Middleware/ShareErrorsFromSession.php:49
[12-Nov-2016 23:44:51 UTC] PHP  40. call_user_func:{/home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:32}() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:32
[12-Nov-2016 23:44:51 UTC] PHP  41. Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:32
[12-Nov-2016 23:44:51 UTC] PHP  42. call_user_func_array:{/home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:136}() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:136
[12-Nov-2016 23:44:51 UTC] PHP  43. Illuminate\Foundation\Http\Middleware\VerifyCsrfToken->handle() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:136
[12-Nov-2016 23:44:51 UTC] PHP  44. Illuminate\Routing\Pipeline->Illuminate\Routing\{closure}() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Foundation/Http/Middleware/VerifyCsrfToken.php:64
[12-Nov-2016 23:44:51 UTC] PHP  45. call_user_func:{/home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:52}() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:52
[12-Nov-2016 23:44:51 UTC] PHP  46. Illuminate\Routing\Router->Illuminate\Routing\{closure}() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:52
[12-Nov-2016 23:44:51 UTC] PHP  47. Illuminate\Routing\Route->run() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Routing/Router.php:724
[12-Nov-2016 23:44:51 UTC] PHP  48. Illuminate\Routing\Route->runController() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Routing/Route.php:140
[12-Nov-2016 23:44:51 UTC] PHP  49. Illuminate\Routing\ControllerDispatcher->dispatch() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Routing/Route.php:174
[12-Nov-2016 23:44:51 UTC] PHP  50. Illuminate\Routing\ControllerDispatcher->callWithinStack() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Routing/ControllerDispatcher.php:54
[12-Nov-2016 23:44:51 UTC] PHP  51. Illuminate\Pipeline\Pipeline->then() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Routing/ControllerDispatcher.php:96
[12-Nov-2016 23:44:51 UTC] PHP  52. call_user_func:{/home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:103}() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:103
[12-Nov-2016 23:44:51 UTC] PHP  53. Illuminate\Routing\Pipeline->Illuminate\Routing\{closure}() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:103
[12-Nov-2016 23:44:51 UTC] PHP  54. call_user_func:{/home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:32}() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:32
[12-Nov-2016 23:44:51 UTC] PHP  55. Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:32
[12-Nov-2016 23:44:51 UTC] PHP  56. call_user_func_array:{/home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:136}() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:136
[12-Nov-2016 23:44:51 UTC] PHP  57. App\Http\Middleware\Authenticate->handle() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:136
[12-Nov-2016 23:44:51 UTC] PHP  58. Illuminate\Routing\Pipeline->Illuminate\Routing\{closure}() /home/ubuntu/workspace/app/Http/Middleware/Authenticate.php:28
[12-Nov-2016 23:44:51 UTC] PHP  59. call_user_func:{/home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:52}() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:52
[12-Nov-2016 23:44:51 UTC] PHP  60. Illuminate\Routing\ControllerDispatcher->Illuminate\Routing\{closure}() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:52
[12-Nov-2016 23:44:51 UTC] PHP  61. Illuminate\Routing\ControllerDispatcher->call() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Routing/ControllerDispatcher.php:94
[12-Nov-2016 23:44:51 UTC] PHP  62. Illuminate\Routing\Controller->callAction() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Routing/ControllerDispatcher.php:146
[12-Nov-2016 23:44:51 UTC] PHP  63. call_user_func_array:{/home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Routing/Controller.php:80}() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Routing/Controller.php:80
[12-Nov-2016 23:44:51 UTC] PHP  64. App\Http\Controllers\SchoolsAdminController->storeComment() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Routing/Controller.php:80
[12-Nov-2016 23:49:17 UTC] PHP Fatal error:  Class 'App\Http\Controllers\Session' not found in /home/ubuntu/workspace/app/Http/Controllers/SchoolsAdminController.php on line 65
[12-Nov-2016 23:49:17 UTC] PHP Stack trace:
[12-Nov-2016 23:49:17 UTC] PHP   1. {main}() /home/ubuntu/workspace/public/index.php:0
[12-Nov-2016 23:49:17 UTC] PHP   2. Illuminate\Foundation\Http\Kernel->handle() /home/ubuntu/workspace/public/index.php:54
[12-Nov-2016 23:49:17 UTC] PHP   3. Illuminate\Foundation\Http\Kernel->sendRequestThroughRouter() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Foundation/Http/Kernel.php:99
[12-Nov-2016 23:49:17 UTC] PHP   4. Illuminate\Pipeline\Pipeline->then() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Foundation/Http/Kernel.php:132
[12-Nov-2016 23:49:17 UTC] PHP   5. call_user_func:{/home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:103}() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:103
[12-Nov-2016 23:49:17 UTC] PHP   6. Illuminate\Routing\Pipeline->Illuminate\Routing\{closure}() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:103
[12-Nov-2016 23:49:17 UTC] PHP   7. call_user_func:{/home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:32}() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:32
[12-Nov-2016 23:49:17 UTC] PHP   8. Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:32
[12-Nov-2016 23:49:17 UTC] PHP   9. call_user_func_array:{/home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:136}() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:136
[12-Nov-2016 23:49:17 UTC] PHP  10. Illuminate\Foundation\Http\Middleware\CheckForMaintenanceMode->handle() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:136
[12-Nov-2016 23:49:17 UTC] PHP  11. Illuminate\Routing\Pipeline->Illuminate\Routing\{closure}() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Foundation/Http/Middleware/CheckForMaintenanceMode.php:44
[12-Nov-2016 23:49:17 UTC] PHP  12. call_user_func:{/home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:52}() /home/ubuntu/workspace/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:52
